comment,ai_labelled,emoji_present,hindi_pct
Wait a minute ......who r u face_with_tears_of_joy ?,non-sarcastic,yes,0.0
teri ma bhan hmare rajput ki rakhail thi usaka kya..... hisab se bol nhi nanga kr dunga bhosdi ke,sarcastic,no,79.49
thik hai sab ko bol dena,non-sarcastic,no,100.0
beta bap ka nam legal ki dusreka,non-sarcastic,no,80.0
Up ka hone par afsos ho rha hai crying_face crying_face,non-sarcastic,yes,47.62
respect for you ma'am eendia ye india ki video nhi hai or apke bjp kaha ma chuda rahe hai unka desh vish bhaut power hai na vo to war bhibrukwa dete hai fir kiyu bharat ma ke samman ki raksh nhinkar pa rahe hai,non-sarcastic,no,76.06
still 90% don't know about this act,non-sarcastic,no,0.0
neta ji ne sab sambhal liya,sarcastic,no,100.0
Gandhi aur nehru ne desh ko aazad ni karvaya… desh ki m** ch*d di hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,30.0
Pehle tu ye bata tune etta vha kyu Dale bakchodi face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,41.03
kattte ........ .k chup rah le,sarcastic,no,47.06
"bolata reh,teri ane wali nasalo kobhi batakar ja kuch ukhadenge nahi",sarcastic,no,96.15
Milana Baba Ji Ka thulla rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,no,8.51
Maro chata chat face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,5.26
"lol, ye kya hai?!",sarcastic,no,44.44
bisa bisanya tu batu blm sampek,non-sarcastic,no,33.33
In Hindi says bss kuch nhi dar ke maa ki chu** face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,23.68
darna kiya hai marna to sabko hai ek din rolling_on_the_floor_laughing,non-sarcastic,no,58.33
Mulle cross_mark bachhe paida karne ki factory check_mark_button,sarcastic,yes,47.37
Are jab bjp ne 15 lakh nahi diye tab ye news nahi dikhai tab bhi to modi ki garanti thi vaah godi media enraged_face enraged_face enraged_face enraged_face,sarcastic,no,45.28
baba be like - aja mere land pe jhul le,non-sarcastic,no,75.0
Jai Jai Shree Ram trident_emblem prayer_beads triangular_flag,non-sarcastic,no,40.0
30 February ko ayenge khatakhat paise rolling_on_the_floor_laughing,non-sarcastic,no,45.45
Don ni batameez bolte h isko face_with_tears_of_joy,non-sarcastic,yes,47.62
tumhare action plan ka toh trailer bhi nahi aaya,sarcastic,no,78.57
Alah is a name sex is a game use the name and play game ( mulla edition),non-sarcastic,no,5.0
sb ke sb aatankavaadee he bc,non-sarcastic,no,100.0
hrami tu jalta reh hm aise hi jeet hasil krte rhenge in sha aallah,non-sarcastic,no,96.0
Heart touching video cross_mark Kidney touching video check_mark_button rolling_on_the_floor_laughing,non-sarcastic,yes,0.0
"2 more terms, he won't be called into the interview",non-sarcastic,no,0.0
kyou ki ooooooo madar chode hai,non-sarcastic,no,66.67
Budhwaar peth girls smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes,non-sarcastic,yes,0.0
Tond ughdala ki hi kuthe kuthe gutrgoooo keli asel !!! Kuch bua ki nhi face_with_raised_eyebrow andhare,non-sarcastic,yes,70.73
sachai ki jeet hogayi *ankho mein ansoo*,sarcastic,no,87.5
bisdichi tujhi gand maharashtra dakhav.....tula adat asel navryala sodun dusrya khali zopet asel .....randi zihnal sali audasa,non-sarcastic,no,5.66
do nothing + dar ki mkc,non-sarcastic,no,28.57
oop sa hu kattar hindu mana apna vote bjp hundred_points ko daya h magr triangular_flag asli higdo na nahi enraged_face,sarcastic,no,54.05
desh koi bhi majhab kbhi koi ye nhi sikhaya ki ap kisi bhi rastra ka apman kro inhe to upar wala hi samjh desame on thos,non-sarcastic,no,97.78
Tula kay garaj hoti ??? Pn Nako te bolaychi?? Ghari basun stunt kartos binmokar face_with_tears_of_joy bhog ata,sarcastic,yes,55.56
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,0.0
"Wa re wa, pappu,,, jesa tu vese hi tere voters face_with_tears_of_joy face_with_tears_of_joy",sarcastic,yes,29.27
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic,no,0.0
nazhya baba ni jhaval ye tila,non-sarcastic,no,100.0
Bhen chod do clapping_hands clapping_hands clapping_hands apni hi face_with_tears_of_joy,non-sarcastic,yes,20.59
Sali congress ek number ki dogli h,sarcastic,no,63.64
nadarchod tirange per khade ho ma chod dunga madrachod,sarcastic,no,88.89
Batane sye kuch nhi ho ga enraged_face wagf act ko band kro enraged_face enraged_face cross_mark fire fire,non-sarcastic,yes,34.21
sar kalam kr do is randi ka enraged_face,sarcastic,no,66.67
Gravity ki maa ki ch*t grinning_face_with_sweat,non-sarcastic,yes,16.67
een logo ka hisab karne aur dharm ki sthapna krne ko prabhu a chuke hai triangular_flag,non-sarcastic,no,77.78
ye veediyo taaoo taka pahu.nchaao triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic,no,50.0
jehdi class ch kade lecture nA laaye hon osde prashna te moorakhta nahi dikhayi di face_with_raised_eyebrow face_with_raised_eyebrow Tu bhrawa maan bai da fan aa thodi akal kar laa... Mei v osse da fan aa ... Respect karonge taa respect milugi ... Shivling da arth Shiv shakti ji da parteek matlab nishani means symbol face_with_raised_eyebrow face_with_monocle pehla jaan laa shivling hunda ki ae jaruri ni hunda jisde naam piche ling shabd jud gya oh Gupt ang ho gya flushed_face Tenu pta nahi haje k shivling kehdi supreme power da parteek ae face_with_raised_eyebrow face_with_raised_eyebrow ...,sarcastic,yes,48.82
Bike wala Teri man ki chut budhera bahas kar raha hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,27.42
nountain dew dar ki ma ki skull skull ut check_mark_button dar ki ma ka bhhola check_mark_button,non-sarcastic,no,35.48
aabhi koi asli lucknow wale se samna hua nhi hai madam ka nhi to inki rangbazi ab tak ghus chuki hoti,non-sarcastic,no,86.84
hee baaee shivasenaa pakshaata aahe thodaasaa vishvaasa basata naahee face_with_tears_of_joy,non-sarcastic,yes,66.67
Dar v isse dar gaya rolling_on_the_floor_laughing moai,non-sarcastic,no,44.44
madarchoddddd ne garib ka nuksan kr dia i hope bharvake liye hoga uncle….. uparse landdddd sala bolta he hath mt dikao bhadveeee ko to chappal se marna chaye tha,sarcastic,no,89.66
Consanguinity laughing in corner.....Examples of autosomal recessive disorders include: 1. Cystic fibrosis 2. Sickle cell anemia 3. Tay-Sachs disease 4. Phenylketonuria (PKU) 5. Albinism 6. Gaucher disease 7. Spinal muscular atrophy (SMA) 8. Thalassemia face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,0.0
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,0.0
bhai mai hota to jad deta fir jata thane sali baddimak,sarcastic,no,100.0
itane tejasvee vichaara kaise sochate ho.jabaradast,non-sarcastic,no,95.0
Lele gand me aand rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,no,25.93
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,yes,0.0
jai shree ram folded_hands folded_hands folded_hands,non-sarcastic,no,14.29
"bhai jo dusro ki ijjat karte hai unhe ko ijjat milta hai, aur kya bole",non-sarcastic,no,96.0
Ab majaya or do congress ko vote chutiya log enraged_face enraged_face,sarcastic,no,41.67
Newton crying in the corner loudly_crying_face,non-sarcastic,yes,0.0
triangular_flag folded_hands sanjaya raaoota sadhyaa kaa.ngresa paartee chyaa ishaaryaavartee bolata aahe,sarcastic,yes,69.44
ro bahan hamare liye to ye sc hc na pm mm ye koi nhi sath dete to wakf board hei sahi hai na bahan,sarcastic,no,86.11
aba yahaan taka pa.dhee liyaa hai bhaaee to phaॉlo bhee kara do para jaya shree raama jaroora likhanaa,non-sarcastic,no,97.44
kaha gaye vo jo proud to be muslim h,sarcastic,no,58.33
india isn’t only not for beginners it’s a whole different level only,non-sarcastic,no,0.0
"sudheera bhaaee saahaba aapa aba to maana lo kee 600/0 janataa modee ko naheen chaahatee,,,, maana leejie,,,15 laakha ke jhootha se to kama hee hai,,, aapa maana jaaen enraged_face enraged_face enraged_face",sarcastic,no,61.45
kandom jaha lgan hai na vaha lgao mere pass a,non-sarcastic,no,100.0
ye sab ladkiya hone ka fayada uthati hai,sarcastic,no,100.0
"hate kyu faila rahe ho bhai religion ke nampe, hindu-muslim krna hi ata h bs tum log ko bjp se or seekhoge bhi kya. congress ke time pe sirf muslim-muslim hota tha isliye har jagaha peace thi ab hindu ko bhi mention kroge toh hate hi failegi na person_facepalming",non-sarcastic,no,73.63
hmne to jeeta k bheja 1 lkh se,non-sarcastic,no,92.31
99 missed call from newton face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,0.0
bhai ye vedio jaha ki bhi waha ki police ko tag karo tab pata chalega kiski galti hai,non-sarcastic,no,96.3
He is talking about sitting cm . Andhbhakto,sarcastic,no,16.67
Musalmano ab khata khat ungli chuste raho face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,20.34
Aurat hone ka pura fayda uthate hue,sarcastic,no,100.0
waqf board ko hata dena chahiye. aand masjido par bhari tax dalna hoga. bahut jald ye hoga. jai shri ram,sarcastic,no,76.32
esko galiyan khany ka bda shook hota hai face_with_tears_of_joy,sarcastic,yes,40.0
tumhari jaise karigar ke hum ma na chhod de,non-sarcastic,no,100.0
gravity gai ma***ne aise koi cheez hi nahi hoti,sarcastic,no,76.47
vo pahalese hee chuteeyaa banaate aa rahe hai face_with_tears_of_joy,sarcastic,yes,56.0
Brand ambassador of mountain dew face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,0.0
galti se ye log eendia na a jaye moai,non-sarcastic,no,100.0
Eating 100 D Rathees in breakfast face_with_tears_of_joy,non-sarcastic,yes,0.0
bhai ad wala ka bura asar ho gya h,non-sarcastic,no,100.0
baabaa jee ne maanaa hai ki isa desha men courts manage ho sakatee hain | pahale yaa baada men phaisalaa binaa court kee marjee se naheen ho sakataa hai | isase yaha prateeta hotaa hai ki court isa manage ho gae |,sarcastic,no,85.94
Kutto ke bolne se car m chlne walo ko frk nhi padta h yawning_face flexed_biceps rolling_on_the_floor_laughing,non-sarcastic,no,41.46
BJP and Congress - both want Hindu money. In fact it was BJP who took control of Shani Singnapur from Hindu organization. India was never a Secular country. Neheru and British designed it to be Anti-Hindu. Sad truth is - BJP could have given control to Hindus in 10 days of coming to power. But they will not do it.,sarcastic,yes,0.0
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic,no,0.0
aacha rahta ap news channel khol laite....kyuki channel pai to pahle wali bat rahi nhi.so jo kar rahe kam sai kam wo khul kai kar paoge ap.,sarcastic,no,80.85
72 horo maise 2 mil gai chalo pakistan face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy me bhi ram lalla ko virajman karenge jay sree ram fire,sarcastic,yes,32.47
folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic,no,0.0
kon sa neta kon sa dharm mere liye mera desh pehle hai . tu japta reh ram ram .ma ki choot teri .,sarcastic,no,86.11
UCC LAGU HONA CHAHIYE enraged_face triangular_flag enraged_face,non-sarcastic,no,42.31
Women rolling_on_the_floor_laughing gravity खतम rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing check_mark_button,non-sarcastic,no,4.0
sushamaa andhaare tujhyaa tondaavara kapadaa taakoona tulaa kachaakachaa kachaa kachaa kachaa kachaa kachaa,non-sarcastic,no,100.0
hilaa vichaaraa kitee janaasobata jhopalee aahe te,non-sarcastic,no,100.0
bhen k l*de tum jese samne wale ki galti nikalte ho or apni bari m kya hua,sarcastic,no,93.55
Kuch bhi matlab Boycott Congress enraged_face,non-sarcastic,no,42.86
modee jee ne sahee kahaa thaa yaha hamaare desha kaa paisaa sirpha musalamaana ko hee baatenge,non-sarcastic,no,100.0
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,no,0.0
Sar yah to shuruaat hai aage dekhiae kis kis ka munh latkaega... two_hearts two_hearts two_hearts two_hearts two_hearts two_hearts two_hearts two_hearts two_hearts two_hearts,non-sarcastic,no,32.81
Daar ki ma ki chut face_with_tears_of_joy,non-sarcastic,yes,35.29
chapri sala tu jeso ki vajah se sa.daka para loga muskil se chal pate he crying_face,non-sarcastic,yes,80.65
Nehru place enraged_face enraged_face enraged_face enraged_face,non-sarcastic,no,0.0
nar jaoge ek din jal jal ke lakin apne abbu ki barabari nahi kar paoge face_with_tears_of_joy,sarcastic,yes,66.67
iss se compliment? Sigh. Isne mujhe kabhi achha nahi bola hao,sarcastic,no,70.83
jo sanaatana kaa naheen vo desha kaa naheen,non-sarcastic,no,100.0
ye lo 8000 aba mata kahanaa,sarcastic,no,88.89
rt : challenge : eesse bura likh ke batao,sarcastic,no,64.29
serial ko bhi piche chor diya..,non-sarcastic,no,75.0
Man was like : I don't give a shit skull moai moai,non-sarcastic,no,23.53
ye svar ka bachha kya jyane history kya he..,non-sarcastic,no,83.33
ku ki dhruv rathi chutiya hai isliye wo nahi bolega moai,sarcastic,no,80.0
yaha sirpha muslima mahilaaen hain aapa aisaa baata mata kiyaakeejie,non-sarcastic,no,95.83
Pickup ki jagah agar Dumper ya Truck hota tab kya hota....shayad RIP biker likha jata face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,29.23
rahul gandhi pn bane to 1l dene kavada kiya tha enraged_face,non-sarcastic,no,50.0
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,yes,0.0
hindunche rakta thanda padale aahe aase kutre roja devaanchyaa virodhaata bhunkataata pana konee kaahee vaakadan karu shakata naahee crying_face,non-sarcastic,yes,90.0
kitna bhi badh badh kar.... aaab tu hi hai criminal.... lag gaye tere life ke.... aaab wapis rap nikal....,sarcastic,no,60.0
Creator ha tuzha shevat cha content hota aata jail madhe nibandh,non-sarcastic,no,70.0
main hameshaa se kahataa thaa kee nasla hee kharaaba hai ye vaalee,non-sarcastic,no,100.0
baabaree gaee aba j~naanavaapee jaaegee tho.daa sabra kara lo bahanon eedagaa bhee jaaegee face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,58.62
Ganja Pighal gaya face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,2.04
Tum news vale in logo ke pass he ja sakte ho rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic,no,36.36
nunavvar bhai se masti nahin dogri bolate hain,non-sarcastic,no,80.0
ye paidaaisha hee hee phate kandoma kee hai|,sarcastic,no,93.33
pura universe usme a jaye utna gb wala,sarcastic,no,91.67
Gravity kaha gayi face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,10.53
Educated log hai please sir hum jahil gawar anparh nhi hai,non-sarcastic,no,66.67
Auto wale bhaiya ka meter aise bhaag raha hai jaise kisi Formula-1 race mein participate kar raha ho. Kaafi talent hai! 🛺💨 #CommuteProblems,sarcastic,yes,58.7
Such kind of freaking combo we must try it rolling_on_the_floor_laughing skull moai,non-sarcastic,no,8.0
"isee laayaka ho|aura do pappoo ko vota, jisane teena talaaqa khatama karavaayaa,ghara dilavaayaa ,paancha laakha kaa ilaaja muphta karavaayaa|unhe bhoola ke pappoo ko vota diyaa |ye kaba samajhenge kee pappoo manoranjana karate hue achche lagataa hai desha sanbhaalane ke lie modee jee hai|",sarcastic,no,93.64
Teri chute ka to Tera Abu Bhai mama chacha ne to guffa bna rkha hoga face_with_tears_of_joy,sarcastic,yes,61.76
pati ki maaki face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,10.81
"hilaa ekadaa budhavaara petha madhye baghitalan hota,",non-sarcastic,no,73.68
bacche ko dhup me bahar kya achar banane k liye rakhi thi,sarcastic,no,80.95
Jai shree Ram red_heart red_heart red_heart red_heart,non-sarcastic,no,11.76
