comment,human_labelled,ai_labelled,emoji_present,hindi_pct
5star+ Appy Fizz rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,sarcastic,no,0.0
Dar ki maa ki chut check_mark_button rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,sarcastic,no,9.68
ye to khuda bangaalee veba seereeja kee nangee aurata hai,sarcastic,sarcastic,no,100.0
jali na teri bhi jali (jaaee shree raan) triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,sarcastic,sarcastic,no,7.41
Kaha h ?? Majid dikh nhi rhi ho rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic,sarcastic,no,18.52
"@Shivam tujhe pata hai kya, tera suggested playlist sunke mera mood pura set ho gaya!🎶❤️",non_sarcastic,non-sarcastic,yes,57.14
team ne kaam kiya ya sirf video banaya?,sarcastic,sarcastic,no,75.0
ek samay aisa b ayega jb ye kisi gadi k neech ayega,non-sarcastic,sarcastic,no,100.0
5star +mountain dew cross_mark desi daru check_mark_button face_with_tears_of_joy,non-sarcastic,sarcastic,yes,13.33
good question person_raising_hand fire fire clapping_hands clapping_hands clapping_hands clapping_hands face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,0.0
I Love you Rahul Gandhi red_heart red_heart smiling_face_with_heart-eyes,non-sarcastic,non-sarcastic,yes,0.0
Chalta firta Google fire sudhanshu Trivedi fire fire fire,non-sarcastic,sarcastic,no,26.67
Kesh nhi mamla niptao fire fire fire Jai shree Ram clapping_hands clapping_hands,sarcastic,sarcastic,no,48.15
"adhooraa j~naana mata diyaa karo , supreema korta ke andara men aataa hai vakpha borda check_mark_button",non-sarcastic,sarcastic,no,75.68
Or Rathi bhaii....aa gya swaad?! face_with_tears_of_joy,sarcastic,sarcastic,yes,41.38
policy update sirf notification tak limited,sarcastic,sarcastic,no,25.0
1 lakh ke chakkar men vot face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,13.95
Newton be crying in the corner,sarcastic,sarcastic,no,0.0
kash veerji isko 4 chamat lagate.. kash... aapni masti ke loye doosro ki life ko risk me dalna.. galat hai... clapping_hands,sarcastic,sarcastic,no,60.0
dar ki man ki chut moai fire skull check_mark_button,non-sarcastic,sarcastic,no,43.75
"Ab bolo na, proud to be muslim bc face_with_tears_of_joy",sarcastic,sarcastic,yes,13.64
hindoo muslima karane vaale hija.de ro rahe hai| desha ke sachche hindoo muslima khushee manaa rahe hai| check_mark_button check_mark_button red_heart red_heart face_with_tears_of_joy,sarcastic,sarcastic,yes,52.94
Bolte rahna Jai shree ram folded_hands,non-sarcastic,sarcastic,no,53.33
Jai shree Ram fire fire triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic,sarcastic,no,12.0
Sale ko thok Diya hota to hath se hila bhi nai pata face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,46.34
Thik hai fir 40000 mandir hame waps lenge folded_hands tiger_face,sarcastic,sarcastic,no,40.91
sahi bole owesi sahab kyuki agar tumharai mandir ko tor ke waha masjid bana de jay to tum bhul jaoge na ......,sarcastic,sarcastic,no,81.4
Sudhir Chaudhary ki gaand jal gyi face_with_tears_of_joy,non-sarcastic,sarcastic,yes,29.17
clapping_hands clapping_hands clapping_hands clapping_hands rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing jay shree ram ji triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic,sarcastic,no,3.16
Jali na teri bhi jali na har koi gangster nahi hota samje jaruri nahi ki mahol dekh kar inshaan bhi essa hota he kuch kuch munawar jaise nikal jate he rolling_on_the_floor_laughing ab to bolenge hi Naa muslim ladke ne trophy jiti he rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,sarcastic,no,51.91
hilaa bhaarateeya sanskrritee maaheeta naahee ingrajaanchee randee,sarcastic,sarcastic,no,91.3
godee enkara saale kisa duniyaa me ho kaagresa aaegee tero .....maaregee bhee,sarcastic,sarcastic,no,83.87
tu kona kona sobat zoplos jhavlis te bagh pahile rand kuthli ki,non-sarcastic,sarcastic,no,78.26
Jai Shri Ram red_heart red_heart red_heart red_heart,non-sarcastic,non-sarcastic,no,12.5
tumako iseelie to bhaarata virodhee bolaa jaataa hai tumako khaalistaaniyon kaa paisaa chaahie panjaaba jeetane ke lie tumako musalamaana kaa korta kaa saporta chaahie dillee men rahane ke lie aura tuma baakee raajyon men bhee yahee koshisha karanaa chaahate ho iseelie to bhaarata ke lie bhaarata men rahane vaale tuma jaise netaaon se hee khataraa hai,non-sarcastic,sarcastic,no,95.93
hayaa bhikaara baaeechee bakavaasa baghaayalaa jaanaare ekadama tichyaacha laayakeeche,sarcastic,sarcastic,no,100.0
Sukhe nashe cross_mark mountain dew check_mark_button,sarcastic,sarcastic,yes,29.41
oop se hu....lekin np walo pe proud feel horha h,sarcastic,sarcastic,no,60.0
Gyanbapi is on the way face_with_tears_of_joy,non-sarcastic,sarcastic,yes,0.0
Indian. Siriyal. Ko bhi peeche kardiya. Didi ne. face_with_tears_of_joy,non-sarcastic,sarcastic,yes,35.71
oop ko aise gawar cm mila hai tabhi up ke logo ke pass na jobs hai na hospital hai na school tabhi up vale har jagh dhakke khate hai delhi mumbai har jagah bhikh mangte hue dhikhte hai,non-sarcastic,sarcastic,no,89.83
ध्रुव राठी की ma चुध गई है face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,20.0
Jai shree ram red_heart red_heart red_heart,non-sarcastic,non-sarcastic,no,26.67
Gravity me slow motion Fattar he unity ji ka speed he face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,14.71
Kidney mein heart attack aagya face_with_tears_of_joy,non-sarcastic,sarcastic,yes,21.05
This technique achieve million of likes and comments rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,sarcastic,no,0.0
Bhai be like as if he has infinity infinity lives,non-sarcastic,sarcastic,no,15.38
ye news walo ko ye on the spot wali lg rhi hai or ye jo gali de rhi. hai gndi gndi abhi koi ldka hota to uske uper na jane kitne case lg gye hotei ldki se gali galauj krne ke duniya bhr ke case check_mark_button,non-sarcastic,sarcastic,no,80.26
aak to nakhli baccha ko dhup mai rakh ka ya jo niyati gandi over acting ki h na chi chi chi grimacing_face grimacing_face bhai durso ka bhi dhaiyan kro hm ya sb kese dekhanga crying_face crying_face,non-sarcastic,sarcastic,yes,65.28
nehru ji ne jo kiya sahi kiya,non-sarcastic,non-sarcastic,no,81.82
Up wale cross_mark bhosdi wale check_mark_button,sarcastic,sarcastic,yes,41.18
bhurkha boor me dalo or mera lauda muha me,non_sarcastic,sarcastic,no,100.0
And the police are letting them do this,non-sarcastic,sarcastic,no,0.0
Ab kyu ni dhruv rathi bol rha h koi bta skta h ky thinking_face face_with_tears_of_joy,non-sarcastic,sarcastic,yes,48.57
Vo kamsutra condom use karte the,non-sarcastic,sarcastic,no,50.0
Mountain dew baby_bottle + बीड़ी moai check_mark_button face_with_tears_of_joy,non-sarcastic,sarcastic,yes,6.9
Proud To be Muslim vale kidhar gye face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,15.15
sardar ji tote tote kardene the is chapri ke,non-sarcastic,sarcastic,no,73.33
साले को जलन हो रही है face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,16.67
मुझे गरव है कि मैं हिंदू हूं check_mark_button check_mark_button triangular_flag,non-sarcastic,non-sarcastic,no,0.0
Language kaisi hai dimag me busaa bhara hoga face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,34.29
hila udhav ch bunnni chatta mhana ani ani tya udhav la pan tich bilik chatat basa mhan............. naada fhakt ekanaatha,non-sarcastic,sarcastic,no,73.47
Meri List To 200 Paar Kargai grinning_face_with_sweat face_with_hand_over_mouth,non-sarcastic,sarcastic,yes,17.86
check_mark_button check_mark_button rahul crying_face crying_face crying_face,non-sarcastic,sarcastic,yes,0.0
Le mooth Diya tere German shepherd ke jhuth facts pe rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic,sarcastic,no,21.28
Aabe saale mulle gaandu angry_face angry_face enraged_face enraged_face enraged_face,non-sarcastic,sarcastic,yes,25.81
sudhanshu trivedi ji ke samne lao dhruv ko aur bad me uski bolti band kar denge trivedi ji,sarcastic,sarcastic,no,60.0
tum kisi ko muh tk dikhane kayak ban jao pehle raising_hands folded_hands om,sarcastic,sarcastic,no,67.86
ky laja viklyat rao hyani hi ek to zavad ek hyana kharach jivant narla pahije chabukani te pn hichya tondat ukalta tel n mirchi taka,sarcastic,sarcastic,no,100.0
Rahul Gandhi is Educated India red_heart People are not fool to not understand this is done because yesterday Rahul Gandhi exposed Modi. Reverse Uno to fool people,sarcastic,sarcastic,no,0.0
Jay shree ram triangular_flag triangular_flag heart_suit,non-sarcastic,non-sarcastic,no,21.43
25 laakha to die nahee modee ne,non-sarcastic,sarcastic,no,81.82
tu bole le tere pass munh nahin hai kya har sawal ka jawab dusra hi dega kya jinke pairon ke niche hamara jhanda hai vah bhi to eendian hi hai,sarcastic,sarcastic,no,100.0
triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag hindu triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic,sarcastic,no,0.0
tujhyaa aaeechyaa puchcheeta maajhaa lavadaa ghaatalaa aani tujhyaa pana puchcheeta landa choke,non-sarcastic,sarcastic,no,100.0
"Finally finished reading 'Atomic Habits', amazing book hai yaar—highly recommended.📖👍 #SelfImprovement",non_sarcastic,non-sarcastic,yes,11.11
Please help us to remove this waqf board folded_hands support Modi ji,non-sarcastic,non-sarcastic,no,5.26
aare bhai gasti ke pille ko kya btaoge khi rande khane me topa liye fir rhe hoge,sarcastic,sarcastic,no,100.0
Ch*dgi ch*dgi bolne ka tarika thoda casual tha beaming_face_with_smiling_eyes,sarcastic,sarcastic,yes,48.28
Ye Bangladesh Bangladesh nahi hai slightly_smiling_face thumbs_up,sarcastic,sarcastic,yes,18.75
mhanaje haa vedaanta aagravaala naahee ?,non-sarcastic,sarcastic,no,93.75
Babar toh pahunch gaya ram ji ka Naukar banne ke liye face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,46.34
jay shri ram triangular_flag garv se bolo hindu hai hum,non-sarcastic,non-sarcastic,no,66.67
Abi Rahul ni aaya hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,9.8
gussa jis pe utarna hai uske upar utaro lekin country ke flag sath nahi..ok..,non-sarcastic,sarcastic,no,73.08
main scooter ke aage khadi hoti thi ... to papa samne dekh nhi pate the .. hehehe,non_sarcastic,non-sarcastic,no,72.73
No waqf board. Not at all,non-sarcastic,sarcastic,no,0.0
Inko hospital pe delivery band ho to population band ho jaye ga,sarcastic,sarcastic,no,78.57
tujhee aavakaata aaheta kaa prabhu shree raama badala bolaayachee thumbs_up hundred_points,non-sarcastic,sarcastic,no,75.76
Ye karnama bhi band hoga chart_increasing face_with_tears_of_joy,sarcastic,sarcastic,yes,36.36
hee kaa ashee kaa bolate naalaayaka baaee,sarcastic,sarcastic,no,100.0
Ab jao rahul gandi ke ghar me uske bistar par 50 lakh dega.lalach ise hi kahte hai.jago Hindu jago abhi bhi time hai.dekh rhe hai na pese ka lalach kisko h.bura lage to SORRY OR acha lage to like/comments kre winking_face_with_tongue winking_face_with_tongue winking_face_with_tongue winking_face_with_tongue winking_face_with_tongue,sarcastic,sarcastic,yes,49.12
Ab lo khata khat face_with_tears_of_joy check_mark_button,sarcastic,sarcastic,yes,29.17
Heart touching video cross_mark Heart attack video check_mark_button loudly_crying_face,non-sarcastic,sarcastic,yes,0.0
pulisa se pangaa lenaa matalaba teree pooree jindagee teree laaipha barbaada ho jaaegee too ghara se baahara bhee naheen nikala sakataa hai,non-sarcastic,sarcastic,no,93.48
dushman to khud tumhare ghar me hain tumari ejjat ke dushman bachke rehna,non-sarcastic,sarcastic,no,83.33
Mulhe apni mummy ke sath bhi karle enraged_face enraged_face,non-sarcastic,sarcastic,no,50.0
Ha bhai German shepherd kaha h ab bol face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,20.59
How focused he is moai skull fire,non-sarcastic,sarcastic,no,25.0
Sahi hai popleshan control ka sms hai,non-sarcastic,sarcastic,no,45.45
inhe Education provide honi chiye by any mean map_of_Japan,non-sarcastic,non-sarcastic,no,37.5
aatankwadi ke pille h ye sab crying_face,non-sarcastic,sarcastic,yes,68.75
kindly bless us with your opinion on this.,non-sarcastic,sarcastic,no,0.0
5 star eat do nothing check_mark_button,non-sarcastic,sarcastic,no,0.0
tum log har bar kehte ho ki badlav aayega,sarcastic,sarcastic,no,100.0
face_with_open_mouth face_with_open_mouth gravity gyi m chudane salam hai is ma ko face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,22.92
do nothing dar ki na ki ch,non-sarcastic,sarcastic,no,71.43
nadhar chot balo tum eendia ko batman kor ra heho,non-sarcastic,sarcastic,no,82.35
e sab me sirf muslim kio hi,sarcastic,sarcastic,no,90.91
Dimag pichwade me h kya triangular_flag face_with_tears_of_joy,non-sarcastic,sarcastic,yes,32.0
"project file me sab perfect, ground pe zero",sarcastic,sarcastic,no,40.0
Shame on aaj tak and shame on the anchor. This should be considered a hate speech with the intent of hurting sentiments of indian muslims,non-sarcastic,non-sarcastic,no,8.82
sandesha khaalee vaalaa ghatanaa eka baara chaahataa hoon main uttara pradesha men,non-sarcastic,non-sarcastic,no,96.43
Thoda aur late dekhti loudly_crying_face rolling_on_the_floor_laughing,non-sarcastic,sarcastic,yes,20.0
I hope atleast Modi Govt will take care of this....in his 3rd term.... angry_face,non-sarcastic,sarcastic,yes,0.0
Sb k sb desh se bhr niklege y muslim agr iski bt suni to face_with_tears_of_joy,sarcastic,sarcastic,yes,57.14
lagta hai song isko dekh kr hi banaya hai iski bhehan ke maje maje face_with_tears_of_joy,sarcastic,sarcastic,yes,64.71
smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes Correct hundred_points hundred_points,non-sarcastic,non-sarcastic,yes,0.0
fire fire fire fire fire fire fire fire fire,non-sarcastic,sarcastic,no,0.0
Wah Saif bhai fire fire rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,sarcastic,no,14.29
aare yar kom se kom 2- 4 din to do,non-sarcastic,non-sarcastic,no,76.92
Jaldi jao dhokebaazo 1 lakh rupye mil rahe khata khata face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,50.0
Bhosdiwale doctor ne 10min mein 10 tests prescribe kar diye. Commission ki bhook! 🏥 #MedicalMafia,sarcastic,sarcastic,yes,25.81
ग्रेविटी की माँ का भो**ड़ा face_with_tears_of_joy,sarcastic,sarcastic,yes,16.0
Iski Gand m aag lag gyi face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,21.43
to kya hua ab thoda wah atewagi hai,sarcastic,sarcastic,no,100.0
nansik santulan hila hua h lagta h crying_face,non-sarcastic,sarcastic,yes,47.06
"ye yahee loga hai jinako modee saahaba ne 3 saala pahale pakkaa makaana banaa ke diyaa thaa… unhone koee vaadaa naheen kiyaa thaa phira bhee bijalee, nala, sadaka, ga.csa pakkee makaana shikshaa, rojagaara saba diyaa aura aba ye loga 1 laakha rupaye lene ko khaangresee vidhaayako ken ghara ke saamane jaakara baitha rahee hai face_with_tears_of_joy para inako kyaa maasuma pradhaanamantree aadaraneeya modee jee apanaa 3 ree baara kaa bhee kaaryakaala puraa karane jaa rahe hai red_heart",sarcastic,sarcastic,yes,86.93
Brick brick ne achi acting ki.. grinning_face_with_sweat face_with_tears_of_joy,non-sarcastic,sarcastic,yes,12.9
tu kona sobat hedle ame baghetla ka,non-sarcastic,sarcastic,no,100.0
nodi ne sab bekar kar diya,non-sarcastic,sarcastic,no,100.0
"New iPhone launch today! Saving since 2 years, finally khareed liya 📱❤️ #GadgetLover",non_sarcastic,non-sarcastic,yes,12.5
Chaaaatuuuu face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,2.82
